Age,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Final_Exam_Score,Feedback_Score,Cluster,Gender_Female,Gender_Male,Gender_Other,Course_Name_Cybersecurity,Course_Name_Data Science,Course_Name_Machine Learning,Course_Name_Python Basics,Course_Name_Web Development,Learning_Style_Auditory,Learning_Style_Kinesthetic,Learning_Style_Reading/Writing,Learning_Style_Visual
-1.703185749280815,-0.595664043354978,1.3357548985767576,0.11935069145701191,-1.5782868082152388,1.1205815961799461,-0.681598360459333,-1.4159758690636404,1.2490017322671763,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6758158364365041,-0.7015593712624566,1.3357548985767576,-0.028519166629646597,-1.7178581604508256,1.4086014582540385,1.3586683241309163,1.3982462695901217,1.2490017322671763,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.2062737513812092,-0.27091837110537703,-0.4458454996583311,-0.47212874088962214,-1.5782868082152388,-0.14670579694605992,-0.9801739728383938,-1.4159758690636404,1.2490017322671763,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.4832270414774503,1.6493169082835681,-1.3366456987758755,0.020770786065906238,1.2829259126142902,-0.5499336038497892,-0.28349754395391846,0.6946907349266812,1.2490017322671763,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1850798427376869,1.6987347279737248,0.44495469945921323,-0.2749689301074108,0.6548548275541497,1.0629776237651276,1.4084309261940933,-0.008864799736759311,1.2490017322671763,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.1850798427376869,-0.50388809250183,-1.3366456987758755,1.1051497453680685,0.6548548275541497,0.02610612029839546,-1.0796991769647475,0.6946907349266812,1.2490017322671763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2782862381168194,1.4022278098327847,0.44495469945921323,0.21793059684811758,1.4922829409676703,0.7749577616910355,-1.3782747893438083,1.3982462695901217,1.2490017322671763,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.4770510372766619,1.1974968425449928,-0.4458454996583311,-0.12709907202075227,-0.11278760974157763,-1.0107653831683368,-1.477799993470162,1.3982462695901217,1.2490017322671763,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.5764334368565829,0.731557399752087,-1.3366456987758755,-0.2749689301074108,-1.0200013992728918,1.0629776237651276,-0.7811235645856865,-0.7124203344001998,1.2490017322671763,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.2782862381168194,0.053827301144223995,1.3357548985767576,-0.07780911932519943,0.37571212308297613,1.6966213203281308,-0.1839723398275648,-0.008864799736759311,1.2490017322671763,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.3118321551619188,-0.059127715290419845,-1.3366456987758755,0.7601200764991988,1.213140236496497,0.8901657065206723,-0.930411370775217,-0.008864799736759311,1.2490017322671763,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5764334368565829,-1.626378568321103,-1.3366456987758755,0.6122502184125402,0.7944261797897365,-0.6651415486794261,0.9108049055623251,0.6946907349266812,1.2490017322671763,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2844622423176081,-0.4615299613388385,-0.4458454996583311,1.598049272323597,-1.438715455979652,-1.1259733279979738,-0.48254795220662566,-0.008864799736759311,1.2490017322671763,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
