Age,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Final_Exam_Score,Feedback_Score,Gender_Female,Gender_Male,Gender_Other,Course_Name_Cybersecurity,Course_Name_Data Science,Course_Name_Machine Learning,Course_Name_Python Basics,Course_Name_Web Development,Learning_Style_Auditory,Learning_Style_Kinesthetic,Learning_Style_Reading/Writing,Learning_Style_Visual,Cluster
-1.703185749280815,-0.595664043354978,1.3357548985767576,0.1193506914570119,-1.5782868082152388,1.120581596179946,-0.681598360459333,-1.4159758690636404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.675815836436504,-0.7015593712624566,1.3357548985767576,-0.0285191666296465,-1.7178581604508256,1.4086014582540385,1.3586683241309163,1.3982462695901217,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
-1.2062737513812092,-0.270918371105377,-0.4458454996583311,-0.4721287408896221,-1.5782868082152388,-0.1467057969460599,-0.9801739728383938,-1.4159758690636404,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.4832270414774503,1.649316908283568,-1.3366456987758757,0.0207707860659062,1.2829259126142902,-0.5499336038497892,-0.2834975439539184,0.6946907349266812,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.1850798427376869,1.6987347279737248,0.4449546994592132,-0.2749689301074108,0.6548548275541497,1.0629776237651276,1.4084309261940933,-0.0088647997367593,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.1850798427376869,-0.50388809250183,-1.3366456987758757,1.1051497453680683,0.6548548275541497,0.0261061202983954,-1.0796991769647477,0.6946907349266812,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
1.2782862381168194,1.4022278098327847,0.4449546994592132,0.2179305968481175,1.4922829409676703,0.7749577616910355,-1.3782747893438083,1.3982462695901217,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
1.477051037276662,1.1974968425449928,-0.4458454996583311,-0.1270990720207522,-0.1127876097415776,-1.0107653831683368,-1.477799993470162,1.3982462695901217,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
1.5764334368565829,0.731557399752087,-1.3366456987758757,-0.2749689301074108,-1.0200013992728918,1.0629776237651276,-0.7811235645856865,-0.7124203344001998,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
1.2782862381168194,0.0538273011442239,1.3357548985767576,-0.0778091193251994,0.3757121230829761,1.6966213203281308,-0.1839723398275648,-0.0088647997367593,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
-0.3118321551619188,-0.0591277152904198,-1.3366456987758757,0.7601200764991988,1.213140236496497,0.8901657065206723,-0.930411370775217,-0.0088647997367593,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.5764334368565829,-1.626378568321103,-1.3366456987758757,0.6122502184125402,0.7944261797897365,-0.6651415486794261,0.9108049055623252,0.6946907349266812,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
0.2844622423176081,-0.4615299613388385,-0.4458454996583311,1.598049272323597,-1.438715455979652,-1.1259733279979738,-0.4825479522066256,-0.0088647997367593,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
-0.3118321551619188,-0.1085455349805765,-0.4458454996583311,1.598049272323597,0.4454977992007695,1.6966213203281308,-0.1839723398275648,-0.0088647997367593,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.6038033497008937,-0.6944996827352914,-1.3366456987758757,-1.704377558278443,1.4922829409676703,0.1989180375428508,-0.7811235645856865,0.6946907349266812,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
1.1789038385368984,0.3997520389753207,1.3357548985767576,-0.5707086462807278,-0.2523589619771644,1.1781855685947646,0.661991895246441,0.6946907349266812,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2
